ID,Fecha,Año,Mes,País,Región,Sector,Tamaño_Empresa,Empleados,Certificación,Tipo_Residuo,Estrategia_Circular,Residuos_Generados_Ton,Residuos_Recuperados_Ton,Residuos_Dispuestos_Ton,Tasa_Recuperación_Pct,CO2_Evitado_TonCO2eq,Agua_Ahorrada_m3,Energía_Ahorrada_MWh,Inversión_USD,Ingresos_Circular_USD,Empleos_Creados,ROI_Pct,Índice_Circularidad
120,2020-03-09,2020,3,España,Oeste,Químicos,Pequeña (10-49),41,B Corp,Vidrio,Intercambio Industrial,1509.15,882.3,626.85,58.46,387.5,6500.9,3227.69,242631.43,177306.33,16,-26.92,2.8
121,2022-06-15,2022,6,España,Centro,Agroindustria,Grande (250+),1065,EMAS,Papel/Cartón,Reutilización,1677.01,1402.1,274.91,83.61,3071.89,20543.63,2132.5,161011.91,538075.52,12,234.18,9.7
122,2022-06-04,2022,6,Chile,Este,Metales,Mediana (50-249),124,Ninguna,Madera,Upcycling,4660.68,1658.48,3002.2,35.58,4136.22,6516.2,10377.33,14431.14,38699.12,45,168.16,7.2
123,2024-07-26,2024,7,Brasil,Sur,Metales,Pequeña (10-49),12,EMAS,Metal,Reparación,1888.07,1038.95,849.12,55.03,1678.38,9724.88,4683.33,461824.38,1435766.36,26,210.89,9.1
124,2020-11-20,2020,11,Ecuador,Este,Alimentos,Pequeña (10-49),26,B Corp,Plástico,Reciclaje,226.26,218.84,7.42,96.72,391.82,1508.87,1344.8,482892.67,865037.82,0,79.14,7.7
125,2022-11-19,2022,11,Ecuador,Oeste,Alimentos,Grande (250+),952,EMAS,Madera,Upcycling,3453.73,1096.84,2356.89,31.76,2736.56,8793.82,2978.73,460353.22,348747.21,46,-24.24,5.1
126,2024-12-15,2024,12,Argentina,Oeste,Químicos,Grande (250+),1380,ISO 14001,Construcción,Remanufactura,1597.95,693.84,904.11,43.42,1444.86,2118.75,4765.88,324336.99,821032.49,10,153.14,2.4
127,2020-11-22,2020,11,Ecuador,Sur,Papel y Cartón,Grande (250+),458,B Corp,Construcción,Upcycling,2163.51,481.97,1681.54,22.28,795.75,2006.87,2381.67,195029.05,509846.28,13,161.42,8.2
128,2021-11-28,2021,11,Ecuador,Norte,Agroindustria,Pequeña (10-49),29,Ninguna,Electrónicos (RAEE),Remanufactura,2449.97,2335.84,114.13,95.34,2311.29,15759.05,8044.82,58001.8,90248.18,29,55.6,1.8
129,2021-12-05,2021,12,Colombia,Sur,Plásticos,Mediana (50-249),92,ISO 14001,Plástico,Upcycling,2556.57,1345.33,1211.24,52.62,811.65,8986.92,2546.92,318115.32,820832.57,41,158.03,3.6
130,2019-08-05,2019,8,Colombia,Este,Plásticos,Micro (<10),8,ISO 14001 + B Corp,Construcción,Intercambio Industrial,979.67,489.32,490.35,49.95,751.34,5048.04,1746.14,246371.21,648061.51,28,163.04,1.3
131,2020-08-19,2020,8,Argentina,Este,Electrónica,Pequeña (10-49),12,Cradle to Cradle,Residuos Orgánicos,Reparación,3713.88,2961.51,752.37,79.74,4470.1,8968.48,4017.44,387781.4,1151651.98,23,196.98,5.0
132,2022-05-12,2022,5,Argentina,Norte,Papel y Cartón,Mediana (50-249),211,ISO 14001 + B Corp,Plástico,Upcycling,4311.69,1154.87,3156.82,26.78,2544.92,3562.44,7609.63,105729.21,286826.32,44,171.28,2.5
133,2023-09-06,2023,9,Colombia,Este,Textil,Mediana (50-249),65,Cradle to Cradle,Vidrio,Reutilización,1621.65,1214.88,406.77,74.92,1137.78,6206.98,8425.35,492758.66,1250571.19,6,153.79,8.8
134,2024-07-16,2024,7,Colombia,Sur,Agroindustria,Mediana (50-249),227,ISO 14001 + B Corp,Vidrio,Compostaje,715.15,495.79,219.36,69.33,833.52,3254.78,528.7,397504.72,1115657.7,25,180.67,5.1
135,2024-11-23,2024,11,Uruguay,Oeste,Plásticos,Micro (<10),6,B Corp,Madera,Reutilización,1794.32,447.5,1346.82,24.94,660.39,1987.22,1665.74,106713.88,139326.76,18,30.56,6.1
136,2019-02-28,2019,2,Uruguay,Oeste,Plásticos,Micro (<10),3,B Corp,Residuos Orgánicos,Reutilización,794.13,441.6,352.53,55.61,1096.07,3212.77,3518.54,454794.2,1430984.16,19,214.64,4.2
137,2024-12-25,2024,12,España,Este,Plásticos,Grande (250+),1674,B Corp,Metal,Reutilización,1174.55,835.43,339.12,71.13,1543.99,1265.4,3405.25,67217.2,79220.35,43,17.86,4.1
138,2019-12-26,2019,12,España,Oeste,Papel y Cartón,Micro (<10),3,ISO 50001,Metal,Co-procesamiento,516.62,229.59,287.03,44.44,513.86,769.41,1446.64,376825.74,338931.65,43,-10.06,1.1
139,2024-08-28,2024,8,Colombia,Centro,Metales,Pequeña (10-49),25,Ninguna,Electrónicos (RAEE),Upcycling,1090.14,980.41,109.73,89.93,596.12,3100.67,5858.02,176416.28,315461.63,50,78.82,1.8
140,2024-05-07,2024,5,Ecuador,Norte,Alimentos,Mediana (50-249),111,ISO 14001 + B Corp,Madera,Intercambio Industrial,2591.16,1548.03,1043.13,59.74,3011.31,8498.4,1407.57,449058.37,1510638.88,31,236.4,6.7
141,2023-07-12,2023,7,España,Oeste,Químicos,Mediana (50-249),151,ISO 50001,Residuos Orgánicos,Remanufactura,2734.05,915.25,1818.8,33.48,1222.99,13572.65,958.67,294094.38,159216.9,13,-45.86,3.6
142,2023-10-05,2023,10,Ecuador,Centro,Papel y Cartón,Micro (<10),2,B Corp,Textil,Digestión Anaeróbica,1390.95,614.42,776.53,44.17,875.47,2607.09,4030.87,268658.7,449249.6,40,67.22,7.6
143,2023-10-02,2023,10,Argentina,Oeste,Manufactura,Grande (250+),780,ISO 14001,Vidrio,Reciclaje,1549.9,1206.63,343.27,77.85,2328.13,3755.61,7009.62,351048.31,348063.66,22,-0.85,2.5
144,2021-09-03,2021,9,Colombia,Oeste,Electrónica,Mediana (50-249),115,ISO 14001 + B Corp,Plástico,Reutilización,1318.43,1266.4,52.03,96.05,2128.28,10381.94,5484.61,28664.12,88230.44,10,207.81,1.9
145,2020-01-16,2020,1,Paraguay,Norte,Construcción,Micro (<10),7,ISO 14001,Vidrio,Economía de Producto como Servicio,1823.06,1673.16,149.9,91.78,1160.69,24201.62,1280.35,401754.63,1061460.8,41,164.21,4.7
146,2024-01-06,2024,1,Perú,Centro,Electrónica,Mediana (50-249),191,ISO 14001,Plástico,Intercambio Industrial,1119.81,674.47,445.34,60.23,270.49,4662.26,4773.52,433150.08,1221735.51,19,182.06,1.1
147,2023-08-25,2023,8,Argentina,Este,Electrónica,Pequeña (10-49),10,Ninguna,Madera,Reparación,3880.55,2993.15,887.4,77.13,4497.0,36653.05,4876.58,466266.37,266578.83,34,-42.83,7.8
148,2019-03-23,2019,3,Brasil,Oeste,Electrónica,Pequeña (10-49),47,Ninguna,Plástico,Upcycling,1402.73,328.58,1074.15,23.42,265.9,4243.38,1182.21,447893.39,839967.66,47,87.54,2.2
149,2020-05-09,2020,5,Brasil,Sur,Construcción,Micro (<10),3,Ninguna,Madera,Intercambio Industrial,4255.31,3924.73,330.58,92.23,4570.33,49964.36,11565.73,226926.17,272500.59,12,20.08,2.0
150,2020-08-10,2020,8,Uruguay,Este,Metales,Micro (<10),6,Cradle to Cradle,Electrónicos (RAEE),Digestión Anaeróbica,2319.42,2006.15,313.27,86.49,1000.92,24881.39,5580.33,352647.7,814583.55,13,130.99,3.2
151,2019-07-28,2019,7,Perú,Sur,Papel y Cartón,Mediana (50-249),100,EMAS,Químico Peligroso,Reutilización,2263.74,1773.64,490.1,78.35,1507.02,13723.69,11580.5,70756.73,37916.46,49,-46.41,4.6
152,2020-11-15,2020,11,España,Norte,Alimentos,Micro (<10),7,ISO 14001,Madera,Reparación,4047.45,1099.87,2947.58,27.17,2380.13,13660.36,1560.67,471198.05,307180.18,36,-34.81,4.4
153,2022-03-02,2022,3,Brasil,Este,Agroindustria,Pequeña (10-49),36,EMAS,Electrónicos (RAEE),Upcycling,3072.46,2093.09,979.37,68.12,3608.51,17236.67,14904.56,240036.43,183187.32,24,-23.68,9.0
154,2022-09-26,2022,9,Ecuador,Este,Textil,Grande (250+),1334,ISO 14001 + B Corp,Químico Peligroso,Reutilización,2425.97,2212.21,213.76,91.19,3108.74,14917.26,4089.53,160119.91,185268.43,49,15.71,4.2
155,2021-09-27,2021,9,Paraguay,Sur,Textil,Pequeña (10-49),25,B Corp,Metal,Reciclaje,3957.23,3066.48,890.75,77.49,6074.42,43836.35,14773.35,491349.65,818228.64,11,66.53,8.3
156,2022-09-10,2022,9,Perú,Sur,Alimentos,Pequeña (10-49),18,Cradle to Cradle,Residuos Orgánicos,Remanufactura,881.91,202.5,679.41,22.96,85.77,1948.55,131.52,239516.51,358125.56,39,49.52,2.6
157,2023-06-03,2023,6,Perú,Norte,Manufactura,Pequeña (10-49),30,ISO 14001 + B Corp,Residuos Orgánicos,Compostaje,1871.09,1748.91,122.18,93.47,2046.77,5008.76,4832.66,69089.38,67190.23,27,-2.75,9.7
158,2024-12-10,2024,12,Paraguay,Este,Plásticos,Pequeña (10-49),48,Ninguna,Vidrio,Intercambio Industrial,641.11,492.69,148.42,76.85,1176.22,7049.13,1693.38,497147.28,1688089.35,2,239.56,9.7
159,2020-06-11,2020,6,Argentina,Norte,Alimentos,Pequeña (10-49),25,EMAS,Plástico,Co-procesamiento,843.6,751.27,92.33,89.06,372.03,8317.34,3976.68,443440.1,815880.92,16,83.99,4.2
160,2020-07-16,2020,7,España,Oeste,Manufactura,Grande (250+),1886,B Corp,Residuos Orgánicos,Digestión Anaeróbica,4409.44,2089.9,2319.54,47.4,2352.74,26518.52,13407.7,289449.69,803144.92,14,177.47,8.6
161,2020-07-06,2020,7,Chile,Este,Manufactura,Micro (<10),7,ISO 14001,Electrónicos (RAEE),Reparación,3661.27,2294.5,1366.77,62.67,5221.99,6325.74,11369.77,307208.72,598507.21,1,94.82,2.4
162,2024-12-18,2024,12,España,Centro,Plásticos,Grande (250+),853,B Corp,Vidrio,Upcycling,1330.0,558.05,771.95,41.96,459.06,1211.01,2672.1,420087.4,403607.29,23,-3.92,8.4
163,2024-05-03,2024,5,Paraguay,Sur,Metales,Micro (<10),3,ISO 50001,Vidrio,Reciclaje,2370.49,687.67,1682.82,29.01,1393.72,5403.54,4959.19,133237.19,323180.01,24,142.56,2.7
164,2023-01-05,2023,1,México,Este,Electrónica,Mediana (50-249),183,ISO 50001,Construcción,Co-procesamiento,3762.41,2711.29,1051.12,72.06,1324.62,16650.53,12365.83,485382.06,1101418.94,35,126.92,9.7
165,2024-01-17,2024,1,Uruguay,Oeste,Alimentos,Mediana (50-249),82,ISO 14001,Vidrio,Co-procesamiento,2858.24,1723.85,1134.39,60.31,2684.5,25456.42,2768.26,474678.15,876787.13,10,84.71,4.8
166,2019-07-18,2019,7,Brasil,Norte,Textil,Mediana (50-249),156,EMAS,Metal,Intercambio Industrial,1989.79,904.12,1085.67,45.44,820.62,6948.27,6374.95,393488.77,932243.28,33,136.92,2.3
167,2023-06-14,2023,6,Paraguay,Este,Alimentos,Micro (<10),7,ISO 14001 + B Corp,Plástico,Reciclaje,1324.36,941.27,383.09,71.07,1466.92,7422.98,1686.28,202084.01,475853.98,43,135.47,7.2
168,2021-05-27,2021,5,México,Este,Metales,Micro (<10),5,EMAS,Papel/Cartón,Remanufactura,2460.64,1828.31,632.33,74.3,943.55,24188.82,2756.89,487135.49,891132.46,20,82.93,1.8
169,2023-03-03,2023,3,Uruguay,Norte,Textil,Mediana (50-249),58,ISO 14001 + B Corp,Textil,Co-procesamiento,1559.06,928.11,630.95,59.53,555.41,12058.46,6584.94,15445.13,16654.33,12,7.83,1.5
170,2024-02-22,2024,2,Perú,Oeste,Textil,Grande (250+),306,Cradle to Cradle,Papel/Cartón,Remanufactura,157.66,77.34,80.32,49.05,124.28,301.42,543.59,293853.24,455260.86,10,54.93,4.5
171,2021-11-14,2021,11,Colombia,Sur,Alimentos,Pequeña (10-49),26,B Corp,Vidrio,Upcycling,2568.84,2246.22,322.62,87.44,5453.16,24056.33,9110.06,67024.73,68338.55,0,1.96,9.5
172,2022-05-22,2022,5,Chile,Sur,Papel y Cartón,Grande (250+),471,EMAS,Textil,Remanufactura,2605.59,1788.51,817.08,68.64,2836.35,2860.17,14300.43,483276.24,1458593.06,35,201.81,5.3
173,2020-03-17,2020,3,Perú,Este,Electrónica,Mediana (50-249),125,B Corp,Electrónicos (RAEE),Reparación,3828.54,3452.41,376.13,90.18,7153.21,42574.81,17262.91,330604.63,840485.32,46,154.23,9.2
174,2024-09-21,2024,9,Brasil,Sur,Papel y Cartón,Pequeña (10-49),16,EMAS,Residuos Orgánicos,Intercambio Industrial,3925.56,3560.84,364.72,90.71,6331.57,29728.56,24358.44,420478.71,1315881.54,11,212.95,7.7
175,2024-05-14,2024,5,Ecuador,Sur,Agroindustria,Pequeña (10-49),40,EMAS,Electrónicos (RAEE),Reciclaje,3941.51,1806.9,2134.61,45.84,1577.84,9883.18,12438.89,235797.75,730779.7,37,209.92,2.1
176,2020-04-11,2020,4,Brasil,Sur,Químicos,Micro (<10),6,ISO 14001 + B Corp,Papel/Cartón,Digestión Anaeróbica,2048.91,1319.77,729.14,64.41,3028.3,10132.16,3791.54,358118.56,1015919.16,31,183.68,1.5
177,2020-10-14,2020,10,Uruguay,Norte,Electrónica,Pequeña (10-49),43,Ninguna,Vidrio,Compostaje,3169.27,1631.06,1538.21,51.46,3953.23,10886.95,1277.02,100507.71,162752.56,0,61.93,7.1
178,2023-10-10,2023,10,Argentina,Oeste,Textil,Pequeña (10-49),31,ISO 14001,Electrónicos (RAEE),Reparación,839.27,707.17,132.1,84.26,676.09,3837.23,4213.84,298588.59,451915.46,43,51.35,7.8
179,2020-12-01,2020,12,Colombia,Sur,Papel y Cartón,Pequeña (10-49),48,B Corp,Residuos Orgánicos,Upcycling,2950.52,979.01,1971.51,33.18,1083.28,10066.47,763.85,438395.52,555608.24,34,26.74,2.0
180,2023-05-16,2023,5,México,Norte,Manufactura,Grande (250+),1297,Ninguna,Plástico,Digestión Anaeróbica,3510.83,1264.9,2245.93,36.03,2287.73,2056.24,4625.15,51388.94,105908.89,39,106.09,7.5
181,2020-05-27,2020,5,España,Centro,Electrónica,Grande (250+),276,ISO 50001,Plástico,Reciclaje,2618.11,935.46,1682.65,35.73,1728.32,5133.09,744.2,248681.0,279289.14,30,12.31,7.0
182,2019-12-24,2019,12,España,Centro,Alimentos,Micro (<10),1,ISO 14001 + B Corp,Construcción,Compostaje,510.95,204.17,306.78,39.96,165.08,3031.31,555.38,232674.4,186006.14,11,-20.06,7.1
183,2024-11-06,2024,11,Brasil,Sur,Construcción,Micro (<10),7,ISO 14001 + B Corp,Plástico,Reutilización,1646.66,1478.26,168.4,89.77,3549.59,7571.91,8866.62,186938.45,285673.39,7,52.82,8.5
184,2020-02-14,2020,2,Uruguay,Norte,Papel y Cartón,Pequeña (10-49),40,B Corp,Metal,Reciclaje,4556.58,2626.81,1929.77,57.65,4075.96,19478.32,13357.13,389802.98,909829.49,43,133.41,9.0
185,2024-10-24,2024,10,Uruguay,Centro,Manufactura,Mediana (50-249),138,ISO 14001,Plástico,Reparación,2827.24,2721.95,105.29,96.28,4827.81,16514.23,12039.93,350589.51,275467.44,42,-21.43,7.1
186,2023-08-28,2023,8,Brasil,Sur,Agroindustria,Micro (<10),7,ISO 14001,Químico Peligroso,Intercambio Industrial,2481.7,816.52,1665.18,32.9,1594.78,4759.13,2434.63,139800.41,282506.99,35,102.08,5.1
187,2022-12-21,2022,12,Paraguay,Norte,Metales,Grande (250+),673,EMAS,Plástico,Co-procesamiento,93.76,48.26,45.5,51.47,18.28,430.13,323.07,396099.86,1342585.92,40,238.95,6.9
188,2021-09-25,2021,9,Uruguay,Oeste,Plásticos,Pequeña (10-49),28,ISO 14001 + B Corp,Electrónicos (RAEE),Reutilización,3100.69,1764.43,1336.26,56.9,3080.29,19699.56,2391.11,379900.66,442675.95,21,16.52,4.4
189,2019-05-20,2019,5,España,Oeste,Manufactura,Pequeña (10-49),12,ISO 14001 + B Corp,Metal,Co-procesamiento,983.63,289.37,694.26,29.42,629.33,1276.25,1934.19,96098.8,145474.43,48,51.38,7.0
190,2023-12-02,2023,12,España,Norte,Metales,Pequeña (10-49),16,Ninguna,Construcción,Intercambio Industrial,2768.37,1488.25,1280.12,53.76,2362.25,20804.26,9462.46,455180.56,1172296.2,11,157.55,6.4
191,2021-05-15,2021,5,Perú,Oeste,Químicos,Pequeña (10-49),23,EMAS,Textil,Digestión Anaeróbica,4024.96,1238.8,2786.16,30.78,2013.74,16682.79,5379.13,421694.14,903866.77,20,114.34,6.6
192,2021-09-16,2021,9,Chile,Norte,Plásticos,Mediana (50-249),77,B Corp,Metal,Compostaje,2916.12,2727.4,188.72,93.53,5079.16,28916.68,19648.18,267417.5,837667.06,27,213.24,4.4
193,2020-01-23,2020,1,México,Este,Manufactura,Pequeña (10-49),45,EMAS,Vidrio,Reparación,3922.87,1408.78,2514.09,35.91,2099.9,8934.78,5486.44,308438.31,779293.46,35,152.66,5.6
194,2023-01-01,2023,1,Chile,Este,Manufactura,Grande (250+),1762,ISO 14001 + B Corp,Textil,Digestión Anaeróbica,3719.63,1333.15,2386.48,35.84,2948.22,17485.6,5096.6,113548.7,272671.93,45,140.14,6.4
195,2024-09-04,2024,9,Argentina,Sur,Electrónica,Micro (<10),3,ISO 50001,Construcción,Compostaje,1889.11,1009.23,879.88,53.42,1538.59,3285.95,4924.94,128253.06,191313.6,45,49.17,6.4
196,2023-04-06,2023,4,Paraguay,Este,Electrónica,Mediana (50-249),142,ISO 14001,Construcción,Intercambio Industrial,2605.43,2118.95,486.48,81.33,1378.62,18713.68,7470.63,175352.07,552392.38,42,215.02,3.0
197,2022-04-21,2022,4,Paraguay,Este,Químicos,Micro (<10),5,ISO 14001,Construcción,Economía de Producto como Servicio,3070.44,2101.66,968.78,68.45,5064.1,22518.12,6109.58,458050.28,1527580.74,24,233.5,1.2
198,2021-11-07,2021,11,Ecuador,Norte,Plásticos,Grande (250+),671,Ninguna,Químico Peligroso,Economía de Producto como Servicio,1604.96,424.08,1180.88,26.42,216.75,6198.77,2671.66,267069.71,635839.36,13,138.08,5.8
199,2019-02-03,2019,2,Brasil,Este,Construcción,Grande (250+),284,B Corp,Metal,Reutilización,276.07,226.24,49.83,81.95,345.65,2095.43,499.39,130065.33,216441.43,40,66.41,4.5
200,2019-12-28,2019,12,España,Centro,Químicos,Micro (<10),7,ISO 14001 + B Corp,Residuos Orgánicos,Intercambio Industrial,367.58,339.6,27.98,92.39,181.18,4116.98,937.34,44166.11,123480.61,28,179.58,5.3
201,2021-11-26,2021,11,Ecuador,Sur,Textil,Mediana (50-249),190,B Corp,Metal,Digestión Anaeróbica,4336.36,3058.84,1277.52,70.54,7360.37,5048.7,21597.71,71545.56,44738.83,36,-37.47,3.7
202,2020-10-27,2020,10,Perú,Sur,Textil,Pequeña (10-49),45,ISO 50001,Textil,Economía de Producto como Servicio,1267.45,366.81,900.64,28.94,651.51,3359.41,333.03,375769.87,1304007.6,35,247.02,7.0
203,2020-11-21,2020,11,Chile,Este,Construcción,Grande (250+),996,EMAS,Vidrio,Intercambio Industrial,1176.49,496.96,679.53,42.24,225.41,2043.61,2059.38,164844.69,408529.11,44,147.83,8.3
204,2024-12-21,2024,12,Brasil,Sur,Agroindustria,Pequeña (10-49),45,ISO 14001 + B Corp,Residuos Orgánicos,Remanufactura,2183.44,1867.47,315.97,85.53,1112.03,21280.07,13229.43,231961.34,365623.22,19,57.62,6.8
205,2024-02-01,2024,2,España,Norte,Electrónica,Pequeña (10-49),44,EMAS,Metal,Economía de Producto como Servicio,4248.69,2942.93,1305.76,69.27,6144.29,27413.87,18449.23,107167.58,65368.89,16,-39.0,8.0
206,2023-09-03,2023,9,Perú,Oeste,Papel y Cartón,Mediana (50-249),90,ISO 50001,Vidrio,Intercambio Industrial,1986.94,1175.65,811.29,59.17,2066.67,15222.03,7699.39,307403.95,306644.86,32,-0.25,6.1
207,2020-02-09,2020,2,Paraguay,Oeste,Agroindustria,Micro (<10),1,ISO 50001,Construcción,Remanufactura,1850.33,431.85,1418.48,23.34,326.0,5939.8,1385.97,235367.44,438708.51,2,86.39,9.7
208,2021-10-21,2021,10,Chile,Oeste,Electrónica,Pequeña (10-49),40,Ninguna,Madera,Economía de Producto como Servicio,4491.64,1171.03,3320.61,26.07,999.46,17133.46,2543.18,203515.26,600718.09,22,195.17,5.5
209,2020-03-06,2020,3,Colombia,Este,Metales,Micro (<10),8,Cradle to Cradle,Metal,Upcycling,791.0,529.63,261.37,66.96,1110.79,5521.38,1911.75,165782.16,139259.68,43,-16.0,2.5
210,2020-03-21,2020,3,Brasil,Centro,Manufactura,Pequeña (10-49),28,Cradle to Cradle,Vidrio,Reutilización,2565.65,2295.8,269.85,89.48,1430.52,8599.17,17031.05,258803.71,444202.65,36,71.64,5.0
211,2023-03-20,2023,3,Uruguay,Sur,Metales,Grande (250+),664,Cradle to Cradle,Metal,Upcycling,3299.95,1340.86,1959.09,40.63,2538.53,8214.19,5230.73,295707.4,351726.61,24,18.94,5.7
212,2023-10-02,2023,10,Ecuador,Oeste,Papel y Cartón,Micro (<10),7,ISO 50001,Metal,Intercambio Industrial,4389.37,2697.34,1692.03,61.45,5273.95,7439.44,14688.22,451090.39,955345.37,0,111.79,8.9
213,2024-12-19,2024,12,Ecuador,Centro,Papel y Cartón,Grande (250+),1702,EMAS,Vidrio,Co-procesamiento,493.1,150.11,342.99,30.44,202.61,696.35,1042.2,142350.07,445598.27,26,213.03,7.7
214,2024-06-14,2024,6,México,Sur,Alimentos,Micro (<10),7,Ninguna,Químico Peligroso,Reciclaje,1814.54,581.97,1232.57,32.07,1008.83,2865.64,4022.77,212357.21,339120.08,17,59.69,8.1
215,2023-06-25,2023,6,Uruguay,Este,Agroindustria,Grande (250+),1070,EMAS,Electrónicos (RAEE),Economía de Producto como Servicio,3528.95,2731.09,797.86,77.39,5956.5,28404.21,16683.15,223850.84,581549.78,10,159.79,8.1
216,2019-03-16,2019,3,Ecuador,Norte,Alimentos,Grande (250+),1473,B Corp,Residuos Orgánicos,Compostaje,4629.68,2498.15,2131.53,53.96,1101.63,11226.43,2748.71,19839.91,32794.94,25,65.3,1.5
217,2021-04-02,2021,4,Colombia,Centro,Metales,Pequeña (10-49),27,ISO 14001 + B Corp,Construcción,Reutilización,3920.88,2345.58,1575.3,59.82,4307.87,22998.56,13030.13,180510.26,444968.14,10,146.51,4.2
218,2019-09-10,2019,9,Brasil,Norte,Papel y Cartón,Micro (<10),7,B Corp,Madera,Upcycling,3632.06,2310.39,1321.67,63.61,3656.08,14303.43,15286.38,113921.46,386099.36,29,238.92,2.6
219,2023-05-18,2023,5,Ecuador,Norte,Construcción,Mediana (50-249),200,EMAS,Químico Peligroso,Reciclaje,4066.67,2636.9,1429.77,64.84,4818.2,38345.14,12456.09,385213.63,1067973.92,49,177.24,5.3
220,2022-06-17,2022,6,Chile,Este,Construcción,Pequeña (10-49),40,ISO 14001 + B Corp,Textil,Upcycling,2680.58,2001.42,679.16,74.66,1759.99,10764.46,6988.92,374645.28,571700.69,35,52.6,3.0
221,2020-12-08,2020,12,Paraguay,Sur,Electrónica,Grande (250+),1815,B Corp,Metal,Upcycling,4364.35,1576.78,2787.57,36.13,1176.41,7680.32,8103.82,78841.79,64655.62,5,-17.99,8.7
222,2021-08-06,2021,8,México,Centro,Metales,Mediana (50-249),178,Ninguna,Electrónicos (RAEE),Intercambio Industrial,4922.05,4501.14,420.91,91.45,4125.68,20247.26,21717.95,28019.94,81196.46,30,189.78,4.5
223,2019-11-07,2019,11,Colombia,Norte,Metales,Grande (250+),1271,EMAS,Plástico,Economía de Producto como Servicio,1900.24,529.38,1370.86,27.86,579.95,6953.34,1007.75,132161.67,172897.16,39,30.82,4.8
224,2023-03-19,2023,3,Brasil,Sur,Plásticos,Mediana (50-249),52,Ninguna,Electrónicos (RAEE),Digestión Anaeróbica,3431.63,2865.65,565.98,83.51,5404.03,35405.63,13368.4,428298.06,466069.51,47,8.82,4.8
225,2023-10-02,2023,10,Colombia,Este,Químicos,Grande (250+),1397,EMAS,Químico Peligroso,Remanufactura,1995.02,1473.57,521.45,73.86,636.7,18399.8,6003.39,315301.24,583169.97,21,84.96,6.0
226,2020-10-19,2020,10,Chile,Centro,Plásticos,Micro (<10),2,EMAS,Residuos Orgánicos,Digestión Anaeróbica,3251.08,2015.61,1235.47,62.0,4947.56,10767.83,5922.22,255711.82,722189.79,28,182.42,5.2
227,2019-03-11,2019,3,Colombia,Norte,Agroindustria,Grande (250+),592,ISO 14001 + B Corp,Electrónicos (RAEE),Digestión Anaeróbica,1144.95,511.98,632.97,44.72,481.76,2616.67,2731.33,136352.8,250165.82,23,83.47,2.7
228,2022-02-04,2022,2,México,Sur,Agroindustria,Micro (<10),3,ISO 50001,Vidrio,Reparación,323.64,286.54,37.1,88.54,431.69,531.8,996.47,382733.19,286955.59,16,-25.02,3.8
229,2019-01-22,2019,1,Argentina,Sur,Electrónica,Pequeña (10-49),21,Cradle to Cradle,Construcción,Compostaje,1787.42,1633.55,153.87,91.39,3595.98,12753.31,11486.69,467493.93,1003071.72,8,114.56,5.1
230,2023-04-26,2023,4,Paraguay,Oeste,Papel y Cartón,Mediana (50-249),170,EMAS,Químico Peligroso,Economía de Producto como Servicio,452.32,199.08,253.24,44.01,240.26,717.12,115.3,262134.8,727392.7,8,177.49,1.1
231,2023-04-26,2023,4,Uruguay,Este,Metales,Grande (250+),412,ISO 14001 + B Corp,Papel/Cartón,Reutilización,41.05,20.17,20.88,49.14,24.32,182.89,69.8,82471.48,223609.34,24,171.14,4.8
232,2021-07-07,2021,7,Argentina,Centro,Químicos,Mediana (50-249),88,B Corp,Madera,Reparación,4268.14,1460.89,2807.25,34.23,1369.01,14752.14,7498.71,136794.93,323966.14,12,136.83,9.7
233,2024-01-08,2024,1,México,Oeste,Agroindustria,Mediana (50-249),70,ISO 50001,Plástico,Reparación,455.53,96.34,359.19,21.15,74.93,691.07,615.9,249699.48,403062.71,44,61.42,7.8
234,2020-04-27,2020,4,Colombia,Oeste,Manufactura,Micro (<10),1,Cradle to Cradle,Papel/Cartón,Digestión Anaeróbica,1254.15,624.1,630.05,49.76,204.55,9147.48,3657.3,193014.15,661057.37,15,242.49,7.9
235,2024-12-02,2024,12,Ecuador,Sur,Textil,Mediana (50-249),110,EMAS,Construcción,Digestión Anaeróbica,3724.9,2341.74,1383.16,62.87,1331.77,18725.96,6418.94,180852.9,118686.98,42,-34.37,4.9
